Gene	Category	Pvalue	NrOfVariants	ReviewStatusMean	NumberSubmittersMean	SubmitterCategoriesMean
SLC39A14	C1	0.00328861430384797	5	0.0	2.0	1.0
DDB2	C3	0.11897189696190036	4	0.0	2.0	1.0
MED23	C1	5.766428069533536E-4	5	0.39999999999999997	2.0	1.8
MED25	C3	0.3819975246538905	2	0.5	3.5	2.0
SLC7A7	C4	0.12523293615859976	46	0.02173913043478262	2.0	1.891304347826087
CYP21A2	C4	0.2401678948643533	17	0.3529411764705882	2.764705882352941	1.4705882352941178
SLC7A9	C1	0.009661415312689603	11	0.1818181818181818	2.1818181818181817	1.2727272727272727
PXDN	C3	0.2898387176075081	4	0.0	2.0	1.0
PPARG	T1	NA	11	0.0	2.0	1.0
L2HGDH	C4	0.2203968049308439	7	0.14285714285714288	2.0	1.1428571428571428
ISPD	C4	0.3714474319018629	13	0.0	2.0	1.0
CRB2	C4	0.11476375477075962	8	0.125	2.125	1.25
CRB1	C2	0.04947206048097297	28	0.46428571428571425	2.5714285714285716	2.357142857142857
OAT	C1	0.0014353813565333162	62	0.0	2.096774193548387	1.6290322580645162
SAMD9	N1	NA	1	0.0	2.0	1.0
ATL3	N1	NA	1	0.0	2.0	1.0
ATL1	C2	0.014526534364312282	17	0.5294117647058824	2.588235294117647	1.6470588235294117
ATP5A1	C3	0.2452781168067728	2	0.0	2.0	1.0
ABCB11	C4	0.1565294869639502	6	0.0	2.0	1.0
EGFR	T1	NA	9	0.33333333333333337	2.2222222222222223	2.0
NRAS	C4	0.06170669002831275	16	0.75	2.625	2.0625
WRN	C4	0.6546493439025097	17	0.3529411764705882	2.235294117647059	1.5294117647058822
SPOP	N1	NA	1	0.0	3.0	2.0
MFN2	C1	2.9743092820888606E-6	43	1.0232558139534884	2.72093023255814	2.046511627906977
ZNF469	C4	0.3633229604059037	30	0.09999999999999996	2.0	1.9333333333333333
ZSWIM6	N1	NA	1	1.0	3.0	3.0
IL12RB1	C4	0.4716357876455438	6	0.0	2.0	1.0
WNT7A	T1	NA	6	0.0	2.0	1.1666666666666667
CENPE	C3	0.6899236014419858	2	0.0	2.0	1.0
COL3A1	C2	0.01572222813036306	428	0.08878504672897164	2.0794392523364484	2.0070093457943927
CENPF	C4	0.13102194258350097	6	0.0	2.0	1.0
WT1	C1	0.003380504038837495	23	0.13043478260869568	2.130434782608696	1.3478260869565217
CENPJ	C4	0.8797452005030209	13	0.8461538461538461	2.230769230769231	1.9230769230769231
TSR2	N1	NA	1	1.0	3.0	3.0
PTF1A	N1	NA	2	0.5	2.0	1.5
CRLF1	C4	0.8895504952480835	14	0.07142857142857145	2.142857142857143	1.0714285714285714
LIMS2	C3	0.509431083384538	3	0.0	2.0	1.0
OLFML2B	C4	0.5059115617039593	8	0.0	2.0	2.0
GMNN	I1	NA	3	1.0	3.0	3.0
ATN1	N1	NA	4	0.25	2.25	1.25
PLOD3	C3	0.3361068796542088	2	0.0	2.0	1.0
PLOD2	T1	NA	3	0.0	2.0	1.0
PLOD1	C4	0.30240735697536525	12	0.25	2.0833333333333335	1.3333333333333333
MTPAP	N1	NA	1	0.0	2.0	1.0
CDKL5	C3	0.1822365537951981	182	0.45054945054945056	2.2307692307692313	2.043956043956044
TBR1	N1	NA	1	1.0	2.0	2.0
FTL	C2	0.01046003066270662	19	0.05263157894736844	2.1052631578947367	1.105263157894737
SLC27A4	C4	0.3890287367585412	7	0.28571428571428575	2.0	1.2857142857142858
COL17A1	C4	0.10932066205677893	9	0.11111111111111109	2.0	1.1111111111111112
FTO	T1	NA	2	0.0	2.5	2.0
DLX3	I1	NA	2	0.0	2.0	1.0
DLX4	N1	NA	1	0.0	2.0	1.0
DLX5	C3	0.7962534147376392	3	0.0	2.3333333333333335	1.6666666666666667
SPATA5	C1	0.004560317215267062	14	0.7857142857142857	2.357142857142857	2.2142857142857144
CORO1A	C3	0.17971249487899987	3	0.0	2.6666666666666665	2.3333333333333335
SPATA7	C4	0.5185101647418158	8	0.25	2.5	1.375
SLC9A3R1	C3	0.4458875494612021	3	0.0	2.0	1.0
HNRNPDL	C3	0.37109336952269756	2	0.0	2.0	1.0
PGK1	C4	0.14835782067261372	14	0.0	2.0	1.0
ZNF423	N1	NA	1	0.0	2.0	1.0
SLC14A1	N1	NA	1	0.0	2.0	1.0
FUS	I1	NA	12	0.0	2.0	1.0
HPS1	C4	0.7082810122906028	25	0.03999999999999999	2.24	1.04
HPS4	C1	0.008852389434393593	12	0.08333333333333331	2.5833333333333335	1.0833333333333333
HPS3	C4	0.16062076116807233	4	0.0	3.0	1.0
HPS6	C4	0.22779999398822925	6	0.16666666666666669	2.1666666666666665	1.1666666666666667
HPS5	C4	0.6100084673269992	7	0.14285714285714288	2.4285714285714284	1.2857142857142858
TMPRSS15	C3	0.4034116055395618	4	0.0	2.0	1.25
TBXAS1	C4	0.10898677647714983	6	0.5	2.1666666666666665	1.6666666666666667
DMXL2	N1	NA	1	0.0	2.0	1.0
ACO2	C4	0.05121235118422063	5	0.6	2.0	1.6
SNAP25	C2	0.02845973691631054	2	0.5	2.0	1.5
CIITA	T1	NA	3	0.0	2.0	1.0
MCFD2	C4	0.22085013188806812	5	0.0	2.0	1.0
ITGB4	C4	0.11541084379953581	12	0.16666666666666669	2.1666666666666665	1.25
ITGB3	C4	0.16153759777574384	13	0.07692307692307693	2.076923076923077	1.1538461538461537
ITGB2	C4	0.15926384392847615	25	0.03999999999999999	2.08	1.6
RMND1	C3	0.794002680192762	9	0.0	2.3333333333333335	2.2222222222222223
TSPAN12	C2	0.02423569535069303	13	0.07692307692307694	2.0	1.1538461538461537
RLBP1	C4	0.242882793774448	5	0.6	2.2	1.4
CDC73	C3	0.5522142220341504	15	0.20000000000000004	2.066666666666667	1.2
ALAD	C4	0.4447791870530864	7	0.0	2.0	1.0
ZNF408	C3	0.42919530044034926	3	0.0	2.0	1.0
ACP6	N1	NA	1	1.0	2.0	2.0
PGM3	C4	0.05788954887580333	9	0.4444444444444444	2.5555555555555554	2.2222222222222223
ACP5	C4	0.325179480098328	4	0.0	2.0	1.0
ITGB6	C4	0.3408250178647193	5	0.0	2.0	1.2
CEP290	C1	2.0355179498110498E-4	62	0.7096774193548386	2.290322580645161	2.032258064516129
SNAP29	C3	1.0	2	0.5	2.0	1.5
PGM1	C4	0.3904601916596214	9	0.0	2.0	1.0
RMRP	C4	0.6185708464179187	11	0.0909090909090909	2.1818181818181817	1.1818181818181819
ITGA3	C3	0.47048642205878966	4	0.5	2.0	1.5
ATRX	C1	0.006893692758694114	33	0.5454545454545455	2.272727272727273	1.6666666666666665
SPTB	T1	NA	12	0.0	2.0	1.0833333333333333
LRTOMT	C4	0.29795306160816737	5	0.2	2.2	1.4
RRM2B	C1	2.7710193560959162E-5	44	0.2272727272727272	2.3636363636363638	1.3181818181818181
IMPAD1	C2	0.03038282197657749	4	0.0	2.0	1.0
MYO3A	C3	0.6234333413821047	2	0.5	2.0	1.5
ITGA8	C3	0.8235254762690655	3	0.0	2.0	1.0
ITGA7	C3	0.3432525624360312	3	1.0	2.0	2.0
ITGA6	N1	NA	1	1.0	2.0	2.0
FXN	C3	0.13559300126630247	10	0.10000000000000002	2.0	1.1
PRPS1	C4	0.16853908726660904	22	0.2272727272727273	2.3636363636363638	1.4090909090909092
FOXRED1	C4	0.05375670497585916	10	0.7999999999999999	2.2	1.7
EHBP1	N1	NA	1	0.0	2.0	1.0
CDC42	T2	NA	3	0.6666666666666666	2.0	1.6666666666666667
CDC45	C4	0.20885288193211027	8	0.0	2.0	1.0
PHKG2	T1	NA	6	0.16666666666666669	2.1666666666666665	1.3333333333333333
HNRNPA1	T1	NA	20	0.0	2.0	1.85
NTRK1	C4	0.22479909925003938	21	0.3333333333333333	2.2857142857142856	1.4285714285714286
TBX1	C3	0.44817610605960234	3	0.0	2.0	1.0
NTRK2	N1	NA	2	0.5	2.0	1.5
NAGA	C4	0.31200307539903205	6	0.5	2.3333333333333335	1.8333333333333333
SYT14	N1	NA	1	0.0	2.0	1.0
TBX6	C4	0.11574436842983582	9	0.7777777777777778	2.3333333333333335	2.111111111111111
TBX5	I1	NA	26	0.7307692307692307	2.1538461538461537	1.8846153846153846
TBX4	C3	0.7815112949987135	3	0.0	2.0	1.0
TBX3	C3	0.22067136191984704	2	0.0	2.0	1.0
SUGCT	C3	0.1809006041742659	3	0.0	2.0	1.0
MYO1E	N1	NA	1	0.0	2.0	1.0
PINK1	C4	0.14697541049595686	3	0.33333333333333337	2.0	1.3333333333333333
SUCLA2	C1	0.0034623216822669	7	0.42857142857142855	2.142857142857143	1.4285714285714286
STUB1	T1	NA	7	0.0	2.0	1.0
CD247	I1	NA	5	0.0	2.0	1.2
DMGDH	N1	NA	1	0.0	2.0	1.0
SMARCAL1	C1	0.001397285189040809	8	0.125	2.0	1.125
SMARCB1	C3	0.7150006546880894	13	0.23076923076923075	2.076923076923077	1.2307692307692308
ACTB	C4	0.0645050963076319	23	0.2608695652173913	2.782608695652174	2.0869565217391304
C1GALT1C1	I1	NA	5	0.0	2.0	1.0
HERC2	N1	NA	1	0.0	2.0	1.0
HERC1	C3	0.5169370442644899	4	0.5	2.5	2.0
OPHN1	I1	NA	4	0.5	2.0	1.75
PIEZO2	C1	0.00418623331382173	18	0.0	2.4444444444444446	2.166666666666667
PIEZO1	T1	NA	11	0.0909090909090909	2.090909090909091	1.1818181818181819
ALG8	C3	0.1295578784361322	4	0.25	2.0	1.25
KCTD19	N1	NA	1	1.0	2.0	2.0
ALG9	C3	0.11092848990980253	3	0.0	2.3333333333333335	1.6666666666666667
ACTN3	N1	NA	1	0.0	2.0	1.0
ALG6	C4	0.4107626155966929	5	0.6	3.0	1.6
ACTN2	C4	0.229215965551679	12	0.6666666666666666	2.6666666666666665	1.9166666666666667
ACTN1	C1	0.0015139441804856713	6	0.0	2.0	1.0
ALG2	C3	0.718347758347887	4	0.0	2.0	1.0
TALDO1	T1	NA	3	0.33333333333333337	2.0	1.3333333333333333
ALG3	C4	0.05208541047646542	5	0.0	2.0	1.0
MOGS	C2	0.04734781575293823	4	0.25	2.5	2.0
CSNK1D	T1	NA	2	0.0	2.0	1.0
MYO7A	C1	0.001850999148906407	125	0.8240000000000001	2.184	2.024
ALG1	C4	0.6002140362088643	12	0.5833333333333333	2.3333333333333335	1.5833333333333333
ACTN4	C3	0.2703441406547802	4	0.0	2.0	1.0
KCNK17	N1	NA	1	0.0	2.0	2.0
KCTD17	N1	NA	1	0.0	2.0	1.0
SLC45A2	C4	0.1743774925657431	10	0.5	2.2	1.7
EPB42	C4	0.11019677438059705	9	0.0	2.2222222222222223	1.0
EPAS1	C3	0.07070114486598289	3	0.0	2.0	1.0
EPB41	C3	0.3661565601940604	3	0.0	2.0	1.3333333333333333
BRIP1	C1	0.002010535815304859	91	1.2747252747252746	2.571428571428571	2.021978021978022
STAT5B	C3	0.06757726305587042	2	0.0	2.0	1.0
EGR2	C2	0.010005558888387944	11	0.2727272727272727	2.5454545454545454	1.3636363636363635
RAB27A	C4	0.33197546708273695	5	0.2	2.2	1.4
SMARCA2	C1	1.5522458609473766E-5	19	0.31578947368421045	2.6842105263157894	1.4210526315789473
SMARCA4	C4	0.11675676226658749	19	0.368421052631579	2.263157894736842	1.368421052631579
EXT1	C4	0.21007504078665862	16	0.6875	2.0625	1.8125
AIMP1	C3	0.7236736098317631	3	0.33333333333333337	2.0	1.3333333333333333
EXT2	C3	0.7696979437812899	14	0.5	2.0714285714285716	1.6428571428571428
MYO5B	C4	0.2769476717146746	6	0.0	2.0	1.3333333333333333
CD207	N1	NA	1	0.0	2.0	1.0
GNRH1	N1	NA	1	0.0	2.0	1.0
ERMARD	N1	NA	1	0.0	2.0	1.0
GNRHR	C4	0.08353191210938493	20	0.15000000000000002	2.2	1.5
CHAMP1	I1	NA	12	0.6666666666666667	2.3333333333333335	2.1666666666666665
EPG5	C2	0.041779053740409244	6	0.33333333333333337	2.1666666666666665	1.5
SPTAN1	T1	NA	13	1.0769230769230769	2.230769230769231	2.0
SFTPB	C3	0.8679348744445703	1	0.0	2.0	1.0
PBRM1	N1	NA	1	0.0	2.0	1.0
GAA	C1	2.0552172805043956E-4	63	0.8571428571428573	2.349206349206349	1.9365079365079365
SFTPC	C4	0.18010309631968335	6	0.0	2.0	1.0
FSHB	C3	0.6434288435636206	4	0.0	2.0	1.0
KIF7	C4	0.8073622322086783	13	0.4615384615384615	2.1538461538461537	1.3846153846153846
SYN1	I1	NA	6	0.5	2.3333333333333335	1.6666666666666667
GAN	C4	0.17485330689329248	12	0.33333333333333337	2.0	1.3333333333333333
FSHR	C1	3.426896749584296E-4	16	0.0	2.0625	1.4375
DEPDC5	C4	0.07313945014796419	51	0.019607843137254898	2.2549019607843137	1.0392156862745099
DDR2	T1	NA	4	0.0	2.0	1.0
YAP1	C3	0.08326451666355006	2	0.0	2.0	1.0
GBA	C1	1.5978804945859792E-8	65	0.4461538461538461	2.5538461538461537	1.6923076923076923
HSD17B3	C2	0.045990762397547735	11	0.3636363636363636	2.272727272727273	1.3636363636363635
GNAI3	C3	0.12133525035848225	2	0.5	2.5	2.0
HSD17B4	C2	0.01212691074782013	13	0.23076923076923075	2.0	1.2307692307692308
RELA	N1	NA	1	1.0	2.0	2.0
CYP17A1	C1	3.124139802745951E-6	24	0.04166666666666668	2.0833333333333335	1.1666666666666667
GNAI2	C3	0.16580656019401374	4	0.0	2.0	1.0
DFNB59	C3	0.45812318823541553	3	0.33333333333333337	2.3333333333333335	1.6666666666666667
RELN	C4	0.1403417358694813	12	0.5	2.1666666666666665	1.5833333333333333
FAM177A1	N1	NA	1	0.0	2.0	2.0
SHOX	N2	NA	34	0.1176470588235294	2.0588235294117645	1.5294117647058822
MGAT2	C4	0.10656835033728063	5	0.0	2.2	1.4
XDH	C3	0.5897983188194744	2	0.0	2.0	1.0
PNPLA8	C3	0.5287333251214301	2	0.0	2.0	1.0
VEGFC	I1	NA	2	0.0	2.0	1.0
GCK	C4	0.8409822697021583	112	0.892857142857143	2.0714285714285716	1.8482142857142856
TTC8	C4	0.663907901877649	6	0.16666666666666666	2.3333333333333335	1.3333333333333333
KITLG	C3	1.0	5	0.0	2.0	1.0
ITCH	N1	NA	1	0.0	2.0	1.0
HNRNPA2B1	N1	NA	1	0.0	2.0	1.0
TCAP	C4	0.1524173367889965	10	0.7	2.6	2.1
CFHR5	N1	NA	1	1.0	2.0	2.0
PNPLA6	C2	0.011086079249519654	14	0.0	2.142857142857143	1.0
RTN4IP1	C3	0.31731050786291404	2	0.0	2.0	1.0
OTC	I1	NA	324	0.0493827160493826	2.1111111111111116	2.0648148148148144
PNPLA2	C4	0.2225202735247538	11	0.0	2.0	1.0
AMHR2	N1	NA	1	0.0	2.0	1.0
BUB1B	C4	0.1298025548693551	5	0.2	2.4	1.8
UBE3A	C4	0.6461939899192888	129	0.3875968992248059	2.0930232558139537	1.9844961240310077
MSMO1	T1	NA	3	0.0	2.0	1.0
UBE3B	C4	0.5776132081704084	7	0.42857142857142855	2.0	1.4285714285714286
NR3C1	C1	0.0014849606047765418	11	0.0	2.0	1.0
COX6A1	N1	NA	1	0.0	2.0	1.0
YARS2	C4	0.05289200415868789	12	0.6666666666666667	2.0833333333333335	1.75
ACTG2	C4	0.05669501056445714	16	0.8125	2.9375	2.5625
NR3C2	C4	0.13910076544006433	17	0.1176470588235294	2.0	1.1764705882352942
ACTG1	C4	0.051789565295527806	15	0.20000000000000004	3.1333333333333333	1.4666666666666666
CAST	C3	0.11233872582982285	2	0.0	2.0	1.0
CASR	C1	2.0687109302919282E-5	74	0.35135135135135154	2.0	1.364864864864865
IL4R	N1	NA	1	0.0	2.0	1.0
CASK	C3	0.19001098064722588	36	0.7222222222222221	2.111111111111111	1.9166666666666665
MUC3A	N1	NA	1	1.0	2.0	2.0
POU3F4	I1	NA	18	0.3888888888888889	2.0555555555555554	1.4444444444444444
COX6B1	C3	0.08326451666355006	2	0.0	2.0	1.0
SCNN1G	C3	0.5370939784426416	3	0.6666666666666666	2.6666666666666665	2.3333333333333335
TBC1D20	T1	NA	4	0.0	2.0	1.0
SCNN1B	C1	1.2428214073367805E-4	12	0.08333333333333331	2.1666666666666665	1.3333333333333333
EEF1A2	C2	0.03135383035982686	4	0.5	2.25	1.75
SCNN1A	C2	0.012449268882485542	5	0.2	2.6	1.4
TBC1D24	C4	0.08405667648842996	25	0.56	3.04	2.08
ANKS6	C4	0.9144579851508905	5	0.0	2.0	1.0
PPIB	C4	0.14036866077167331	3	0.0	3.0	3.0
CARS2	C3	0.8589549227374823	4	0.0	2.75	2.5
FBN2	C4	0.19237945578482163	30	0.6666666666666666	2.066666666666667	1.8
UBIAD1	C1	0.0058058109022237625	10	0.0	2.0	1.0
DIABLO	N1	NA	1	0.0	2.0	1.0
CACNA1B	N1	NA	1	0.0	2.0	1.0
CACNA1A	C1	2.0410073881904633E-4	42	0.16666666666666669	2.5238095238095237	1.4523809523809523
CACNA1D	T1	NA	4	0.0	2.75	2.25
CACNA1C	C1	9.747154835921812E-4	13	1.0769230769230769	3.3846153846153846	2.4615384615384617
HOXB13	N1	NA	1	1.0	4.0	2.0
CACNA1F	C2	0.012870171988647372	11	0.3636363636363636	2.0	1.3636363636363635
TMEM240	I1	NA	5	0.0	2.0	1.0
CACNA1E	N1	NA	2	1.0	2.0	2.0
CACNA1H	N1	NA	1	0.0	2.0	2.0
CACNA1G	C3	0.42903956566627277	3	0.6666666666666666	2.0	1.6666666666666667
SYCE1	T1	NA	2	0.0	2.0	1.0
CACNA1S	C1	0.00826197661640371	10	0.3	2.6	1.3
MORC2	C3	0.3918048546185098	3	0.0	2.0	1.0
TFAP2A	C2	0.0121928486136611	6	0.5	2.1666666666666665	1.6666666666666667
YARS	C4	0.14741120598552904	6	0.33333333333333337	2.0	1.3333333333333333
TFAP2B	C4	0.1023449884992148	10	0.0	2.7	1.0
CRTAP	C4	0.5875938479556577	7	0.42857142857142855	2.142857142857143	1.2857142857142858
PDHA1	C3	0.330544121533519	39	0.5384615384615385	2.1794871794871793	1.6666666666666665
SYT2	C3	0.2482130789899235	2	0.0	2.0	1.0
CAV3	C2	0.03647578218041603	19	0.5263157894736842	4.052631578947368	2.789473684210526
CAV1	T1	NA	7	0.2857142857142857	2.142857142857143	1.4285714285714286
UBE2A	I1	NA	2	0.0	2.0	1.0
TMEM231	C4	0.21833425775256565	6	0.33333333333333337	2.3333333333333335	2.0
GNAO1	C1	0.005718810837902044	10	0.9	2.3	1.8
C8orf37	C3	0.2452781168067728	2	0.0	2.0	1.0
GH1	C4	0.755496874928883	15	0.06666666666666668	2.066666666666667	1.1333333333333333
GNAL	C4	0.10931457620866658	6	0.0	2.0	1.0
TMEM237	C4	0.6791779901590946	6	0.33333333333333337	2.5	1.8333333333333333
UBE2T	T1	NA	2	0.0	2.0	1.0
GNAQ	N1	NA	1	0.0	2.0	1.0
GNB1	C4	0.13332021558962737	9	0.11111111111111109	2.7777777777777777	2.5555555555555554
GNAS	I1	NA	28	0.21428571428571425	2.2142857142857144	1.25
GNB4	C3	0.09896015401940561	2	0.0	2.0	1.0
ALPL	C1	2.807317202503379E-4	31	0.7096774193548387	2.645161290322581	1.967741935483871
GNB3	C3	0.33371540717678105	2	0.0	2.0	1.0
TCF4	I1	NA	41	1.0	2.2195121951219514	2.048780487804878
TCF3	N1	NA	1	0.0	2.0	1.0
IL7R	C4	0.7208828784729667	17	0.8823529411764706	2.235294117647059	2.0
DNAL4	N1	NA	1	0.0	2.0	1.0
DNAL1	C3	0.8961247779728453	2	0.5	2.5	1.5
FBN1	C1	0.0010449558076880416	506	0.9604743083003956	2.193675889328064	1.9505928853754944
GALK1	C4	0.14526250056159273	5	0.0	2.0	1.0
RERE	C4	0.668170161106407	5	0.4	2.2	1.6
C12orf4	N1	NA	1	0.0	2.0	2.0
NGLY1	C3	0.3329216080655658	5	0.6	2.6	2.2
LDB3	C2	0.016165725026725197	12	0.41666666666666663	2.6666666666666665	2.0
ADAR	C1	0.0018831261764088447	16	0.125	2.75	1.25
GHR	C2	0.032491147846609336	23	0.04347826086956523	2.130434782608696	1.2173913043478262
MYO18B	N1	NA	1	0.0	2.0	1.0
SNTA1	C3	0.07556263513169792	3	0.6666666666666666	3.0	2.0
TGIF1	C2	0.010588319591210649	6	0.0	2.0	1.0
DNAI2	C3	0.8495154923650348	4	0.25	2.5	1.25
MYOCD	N1	NA	1	0.0	2.0	2.0
GIF	N1	NA	1	0.0	2.0	1.0
IRAK4	C3	0.10145381261420805	2	0.0	2.0	1.0
TTI2	C3	0.5461132399142077	1	0.0	2.0	1.0
ACTA2	T1	NA	14	1.0	2.642857142857143	2.142857142857143
ACTA1	C2	0.018310515401858463	31	0.25806451612903236	2.096774193548387	1.3225806451612905
ALS2	C4	0.13764345687709212	20	0.15000000000000002	2.7	1.2
SETBP1	T1	NA	13	0.5384615384615384	2.3846153846153846	1.7692307692307692
TMEM216	C4	0.2703441406547802	8	0.75	2.75	2.25
ATP6V1B2	I1	NA	2	0.0	2.5	2.0
MAN1B1	C3	0.4900102525346621	4	0.25	2.0	1.5
NAT8L	N1	NA	1	0.0	2.0	1.0
FBP1	C2	0.029125727668758206	9	0.33333333333333337	2.0	1.3333333333333333
ATP6V1B1	C3	0.12286703245645225	4	0.25	2.0	1.25
CLRN1	C2	0.04503825468933864	13	0.8461538461538461	2.4615384615384617	1.9230769230769231
DNAH1	N1	NA	1	0.0	2.0	1.0
DNAH8	C3	0.9853022792160973	2	0.5	2.5	1.5
DNAH5	C4	0.08497530364770323	28	0.8571428571428571	2.107142857142857	1.8928571428571428
RNF6	C3	0.7787868522383664	3	0.0	2.0	1.0
RSPH9	C3	0.8345316227109287	2	0.5	3.0	2.0
PPOX	C4	0.05970984121257805	9	0.11111111111111108	2.2222222222222223	1.1111111111111112
ADD3	N1	NA	1	0.0	3.0	1.0
AGPAT2	C4	0.40154198761584503	10	0.2	2.1	1.3
ASB10	C3	0.8229019354214293	4	0.0	3.0	3.0
MXI1	C3	0.5637028616507731	3	0.0	2.0	1.0
C10orf11	C3	0.9263404892511518	3	0.33333333333333337	2.0	1.3333333333333333
CRYM	C3	0.12133525035848225	2	0.0	2.0	1.0
DNAI1	C4	0.30746615070474137	10	0.6	2.3	1.6
ARFGEF2	C3	0.15729920705028488	4	0.25	2.0	1.5
EYA1	T1	NA	26	0.576923076923077	2.076923076923077	1.6923076923076923
EYA4	C3	0.7962534147376392	3	0.6666666666666666	2.0	2.0
EPOR	N1	NA	3	0.0	2.6666666666666665	1.0
GALNS	C1	0.007268218986063002	30	0.5666666666666668	2.2	1.6333333333333333
RSPH3	C4	0.935283063107044	5	0.0	2.2	1.0
RSPH1	C4	0.09745342765273968	9	0.11111111111111109	2.4444444444444446	1.1111111111111112
MYO15A	C4	0.07367867437828357	40	0.5	2.125	1.85
KRAS	C1	9.71778253435196E-4	47	0.9148936170212766	2.787234042553192	2.25531914893617
ACKR1	C3	0.6055766163353464	3	0.0	2.0	1.0
ANKLE2	C3	0.06170669002831275	2	1.0	3.0	3.0
XYLT2	C3	0.2452781168067728	2	0.0	2.0	1.0
XYLT1	C4	0.6055766163353464	4	0.0	2.0	1.0
HNRNPU	C3	0.13361440253771606	2	0.5	2.0	2.0
DMP1	C3	0.3579706726443287	4	0.25	2.25	1.5
EPS8	N1	NA	1	0.0	2.0	1.0
CSPP1	C4	0.5810914726671849	19	0.8421052631578947	2.4210526315789473	2.210526315789474
AP1S2	I1	NA	6	0.16666666666666669	2.1666666666666665	1.3333333333333333
PROK2	I1	NA	5	0.0	2.0	1.0
CDK5RAP2	C1	0.005186150435718018	14	0.7142857142857142	2.357142857142857	1.7857142857142858
DDX11	C3	0.26795238443854275	4	0.25	2.0	1.25
GABRG2	T1	NA	19	0.8947368421052632	2.1578947368421053	1.9473684210526316
GTPBP3	C3	0.15643401508849775	6	0.0	2.0	1.0
GNE	C2	0.02260571298060654	23	0.6521739130434782	2.739130434782609	1.9565217391304348
LRPAP1	C3	0.9092690452142217	3	0.0	2.0	1.0
XPA	C2	0.014776394272657534	7	0.14285714285714288	2.142857142857143	1.1428571428571428
XPC	C4	0.3942929689734712	13	0.46153846153846145	2.230769230769231	1.6923076923076923
GNS	C2	0.013066472830528753	6	0.16666666666666669	2.0	1.1666666666666667
NTHL1	C3	0.47950012218695337	2	0.0	2.0	1.0
TTPA	C4	0.7297259668792917	17	0.2941176470588235	2.5294117647058822	1.4705882352941178
ALX3	C3	0.6985353583033387	6	0.0	2.0	1.0
ALX4	C4	0.1832768947886192	13	0.0	2.076923076923077	1.0769230769230769
ALX1	N1	NA	1	0.0	2.0	1.0
PROM1	C4	0.7035337011850427	11	0.36363636363636365	2.1818181818181817	1.7272727272727273
NHEJ1	C3	0.2482130789899235	6	0.16666666666666669	2.0	1.1666666666666667
BARD1	C2	0.015625330278772664	56	1.1607142857142858	2.285714285714286	2.0
PHC1	N1	NA	1	0.0	3.0	3.0
SETD1A	C3	0.7696979437812899	5	1.0	2.0	2.0
GP6	N1	NA	1	0.0	2.0	1.0
GP9	C4	0.13946759722027513	6	0.16666666666666669	2.1666666666666665	1.3333333333333333
GNPTG	C4	0.8312103874109283	17	0.0	2.235294117647059	1.0
HNRNPK	C3	0.6547208460185769	3	0.6666666666666666	3.0	2.6666666666666665
TCN2	C3	0.6120898800892569	3	0.0	2.3333333333333335	1.6666666666666667
PAH	C1	0.0031693717325952386	172	0.8430232558139534	3.273255813953489	2.3430232558139537
PPT1	C2	0.011108020657826123	69	0.30434782608695654	2.246376811594203	2.0
CEP83	C4	0.3165000945133629	7	0.0	2.0	1.0
ITPA	C3	0.057039874249055544	4	0.0	2.0	1.0
GABRB3	N1	NA	5	0.2	2.0	1.2
MESP2	C4	0.4807953081776509	7	0.0	2.5714285714285716	1.0
CEP57	T1	NA	3	0.33333333333333337	2.0	1.3333333333333333
GPI	C4	0.3227584530130676	10	0.0	2.0	1.0
GABRB2	N1	NA	2	1.0	2.0	2.0
PYGM	C2	0.02830919771123841	29	0.6206896551724138	2.5517241379310347	1.8620689655172415
PYGL	C1	0.0023349446555657183	21	0.19047619047619047	2.2857142857142856	1.2380952380952381
PHF6	C4	0.27189871081964845	12	0.33333333333333337	2.0833333333333335	1.4166666666666667
PHEX	C2	0.023967679822589294	16	0.875	2.0	1.875
FARS2	C1	1.8619601527358753E-4	13	0.6153846153846154	2.076923076923077	1.7692307692307692
PHF8	C3	0.7696979437812899	5	0.39999999999999997	2.0	1.4
TCTN3	C4	0.32229959587191914	6	0.33333333333333337	2.0	1.3333333333333333
TCTN2	C4	0.20235080667002725	15	0.8	2.066666666666667	1.8666666666666667
TCTN1	T1	NA	5	0.6	2.4	1.6
TEAD1	N1	NA	1	0.0	2.0	1.0
ELMOD3	N1	NA	1	0.0	2.0	1.0
HADHB	C4	0.15473221193868214	9	0.2222222222222222	2.0	1.2222222222222223
HADHA	C4	0.16848067652028798	13	0.8461538461538461	2.4615384615384617	1.6153846153846154
ZEB2	C3	0.054373192632166334	89	0.5617977528089888	2.1797752808988764	1.8651685393258428
TUBB2B	C1	6.388029959694119E-4	11	0.2727272727272727	2.090909090909091	1.2727272727272727
COL2A1	C1	3.6673955597921193E-6	67	0.44776119402985043	2.1194029850746268	1.5223880597014923
ZEB1	C3	0.8720293809399648	2	0.0	2.0	1.0
TUBB2A	C3	0.5637028616507731	5	1.0	2.6	2.0
CEP63	N1	NA	1	1.0	2.0	2.0
GRN	C4	0.7842963861669064	15	0.06666666666666668	2.6	2.3333333333333335
NBAS	C4	0.0767532801062647	7	0.14285714285714288	2.0	1.1428571428571428
WDR45B	N1	NA	1	1.0	2.0	2.0
ASCL1	N1	NA	1	0.0	2.0	1.0
